5.000000000000000000e+00,-0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.135699107979808886e+00,7.575593266069486909e+00,7.593308162629020863e+00,6.770224915287422540e+00,7.362840734212269034e+00,7.596057277107279404e+00
5.000000000000000000e+00,-0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.135699107979808886e+00,7.575593266069486909e+00,7.593308162629020863e+00,6.770224915287422540e+00,7.362840734212269034e+00,7.596057277107279404e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.161470791540519798e+00,7.581522209421371450e+00,7.593530747570937933e+00,6.980366461027819547e+00,6.358404124194646734e+00,7.600294502849080480e+00
5.000000000000000000e+00,-0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.135699107979808886e+00,7.575593266069486909e+00,7.593308162629020863e+00,6.769619553164162085e+00,7.362840734212269034e+00,7.596057277107279404e+00
1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,6.714934031150982641e+00,6.099757634553670371e+00,7.960852309431424523e+00,6.989651266527230788e+00,7.259322996740692702e+00,7.791218790269054395e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.185842532852680264e+00,7.581792203348314274e+00,7.593857251155069932e+00,6.792236073444987809e+00,7.273485320554767597e+00,7.596090392023790550e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.168093934039063697e+00,7.581522209421371450e+00,7.582006658224602624e+00,6.980366461027819547e+00,6.360934102848521121e+00,7.595462900219147606e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.135699107979808886e+00,7.581929839606395660e+00,7.593856498353487083e+00,6.792214107148332403e+00,7.302604317217604724e+00,7.596092274986647297e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.168093934039063697e+00,7.581522209421371450e+00,7.582006658224602624e+00,6.980366461027819547e+00,6.360934102848521121e+00,7.595462900219147606e+00
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.168093934039063697e+00,7.581522209421371450e+00,7.582006658224602624e+00,6.980366461027819547e+00,6.360934102848521121e+00,7.595462900219147606e+00
1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,6.714934031150982641e+00,6.099757634553670371e+00,7.960852309431424523e+00,6.752777781689424330e+00,6.249426966574576525e+00,7.791218790269054395e+00
1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,7.143412560825135316e+00,7.682819572223933413e+00,7.961639621877845130e+00,6.981244544004209018e+00,7.256185911571337854e+00,7.580900500241397388e+00
