8.901826900356023486e+01,-7.637159265787730966e+00
8.901826900356023486e+01,-7.637159265787730966e+00
5.834177672813844140e+01,2.626023642933374447e+01
8.901826900356023486e+01,-7.637159265787730966e+00
3.941323747302667613e+01,1.018682818540358141e+02
5.834471526039563116e+01,2.623466568777971020e+01
5.823805992402142806e+01,2.626276640798761264e+01
8.902320402508043173e+01,-7.697395682782395276e+00
5.823805992402142806e+01,2.626276640798761264e+01
5.823805992402142806e+01,2.626276640798761264e+01
3.941323747302667613e+01,1.018682818540358141e+02
-1.000000000000000000e+01,1.199321825032007212e+02
-1.000000000000000000e+01,1.199321825032007212e+02
8.142267330941587034e+01,2.269965860910816957e+01
5.075223080316617086e+01,2.830407069404498088e+01
7.375954604614844357e+01,2.278346422717943653e+01
5.834177672813844140e+01,2.626023642933374447e+01
5.823805992402142806e+01,2.626276640798761264e+01
8.133372171820062135e+01,2.278307739330235648e+01
3.268150798504532872e+01,1.129483429964657120e+02
5.823805992402142806e+01,2.626276640798761264e+01
3.268150798504532872e+01,1.129483429964657120e+02
-1.000000000000000000e+01,1.199321825032007212e+02
3.268998235617232950e+01,1.129403595268779554e+02
3.268150798504532872e+01,1.129483429964657120e+02
3.267193222730014668e+01,1.129626264861527858e+02
-1.000000000000000000e+01,1.199321825032007212e+02
3.268150798504532872e+01,1.129483429964657120e+02
5.823805992402142806e+01,2.626276640798761264e+01
5.074664904417254263e+01,3.281409721530565093e+01
8.909229497299770628e+01,-7.729627469979156729e+00
5.074658987399586607e+01,3.545789148504186983e+01
3.268150798504532872e+01,1.129483429964657120e+02
3.283133504444098349e+01,1.126638525251894833e+02
5.823805992402142806e+01,2.626276640798761264e+01
5.823805992402142806e+01,2.626276640798761264e+01
5.823805992402142806e+01,2.626276640798761264e+01
