1.019445111767856815e+02,-1.500000000000000000e+01
6.196616145280785304e+01,5.682139231071478491e+01
1.019445111767856815e+02,-1.500000000000000000e+01
6.196354008641299060e+01,5.682677823249315452e+01
6.196081027515337780e+01,5.683541064363680562e+01
6.196354008641299060e+01,5.682677823249315452e+01
-1.000000000000000000e+01,1.128098087901577884e+02
1.019445111767856815e+02,-1.500000000000000000e+01
6.196354008641299060e+01,5.682677823249315452e+01
2.997441943912527051e+01,8.886485388125234408e+01
6.196616145280785304e+01,5.682139231071478491e+01
6.989324353559453584e+01,4.099759712291800895e+01
